ADM4_EN,ADM4_PCODE,ADM4_REF,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,AREA_SQKM
Vito,PH0604523025,,Sagay City,PH0604523,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,6.407368266
Rafaela Barrera,PH0604523026,,Sagay City,PH0604523,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,9.760926581
Bagonbon,PH0604524001,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,31.67389368
Buluangan,PH0604524002,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,32.27065193
Codcod,PH0604524004,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,89.27619312
Ermita,PH0604524005,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.221097587
Guadalupe,PH0604524006,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,34.92717173
Nataban,PH0604524008,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,27.16051848
Palampas,PH0604524009,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,49.63571089
Barangay I (Pob.),PH0604524010,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.597577039
Barangay II (Pob.),PH0604524011,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.953220538
Barangay III (Pob.),PH0604524012,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.218018153
Barangay IV (Pob.),PH0604524013,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.18166353
Barangay V (Pob.),PH0604524014,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.521453008
Barangay VI (Pob.),PH0604524015,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.298307715
Prosperidad,PH0604524016,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,34.71918238
Punao,PH0604524017,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,12.7546762
Quezon,PH0604524018,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,56.2614366
Rizal,PH0604524019,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,30.38498474
San Juan,PH0604524020,,San Carlos City,PH0604524,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.70297078
Bagonawa,PH0604525001,,San Enrique,PH0604525,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,3.833388175
Baliwagan,PH0604525002,,San Enrique,PH0604525,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,6.172084236
Batuan,PH0604525003,,San Enrique,PH0604525,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.031304347
Guintorilan,PH0604525004,,San Enrique,PH0604525,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.640879172
Nayon,PH0604525005,,San Enrique,PH0604525,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.172033504
Poblacion,PH0604525006,,San Enrique,PH0604525,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,3.453497574
Sibucao,PH0604525007,,San Enrique,PH0604525,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.861354736
Tabao Baybay,PH0604525008,,San Enrique,PH0604525,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.635804102
Tabao Rizal,PH0604525009,,San Enrique,PH0604525,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,3.303453075
Tibsoc,PH0604525010,,San Enrique,PH0604525,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.165299055
Balaring,PH0604526001,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,8.361711954
Barangay I (Pob.),PH0604526002,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.158398454
Barangay II (Pob.),PH0604526003,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.164986542
Barangay III (Pob.),PH0604526004,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.262566848
Barangay IV (Pob.),PH0604526005,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,10.07348006
Barangay V (Pob.),PH0604526006,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,4.697276965
Barangay VI Pob. (Hawaiian),PH0604526007,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,10.36508513
Eustaquio Lopez,PH0604526008,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,26.2740027
Guimbala-on,PH0604526010,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,35.57364321
Guinhalaran,PH0604526011,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,10.12878729
Kapitan Ramon,PH0604526012,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,33.16244804
Lantad,PH0604526013,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,5.67811376
Mambulac,PH0604526015,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.369982081
Rizal,PH0604526016,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,5.096551921
Bagtic,PH0604526017,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,13.0389448
Patag,PH0604526018,,Silay City,PH0604526,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,44.96363867
Barangay 1 (Pob.),PH0604527001,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.116951169
Barangay 2 (Pob.),PH0604527002,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.520506575
Barangay 3 (Pob.),PH0604527003,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.262980696
Barangay 4 (Pob.),PH0604527004,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,9.001774971
Barangay 5 (Pob.),PH0604527005,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.515763984
Cabadiangan,PH0604527006,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,26.85436136
Camindangan,PH0604527007,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,34.1961454
Canturay,PH0604527008,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,9.515574772
Cartagena,PH0604527009,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,13.28841959
Cayhagan,PH0604527010,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,7.138967307
Gil Montilla,PH0604527011,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,17.10847194
Mambaroto,PH0604527012,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,14.14077935
Manlucahoc,PH0604527013,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,63.18996194
Maricalum,PH0604527014,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,34.32899304
Nabulao,PH0604527015,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,59.17831065
Nauhang,PH0604527016,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,9.716389176
San Jose,PH0604527017,,City of Sipalay,PH0604527,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,27.39482742
Bubog,PH0604528001,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,5.467194283
Cabatangan,PH0604528002,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,29.56068061
Zone 4-A (Pob.),PH0604528003,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.070608629
Zone 4 (Pob.),PH0604528004,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.059313352
Concepcion,PH0604528007,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,22.39936691
Dos Hermanas,PH0604528010,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,15.24741309
Efigenio Lizares,PH0604528011,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,5.281359353
Zone 7 (Pob.),PH0604528012,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.079725105
Zone 14-B (Pob.),PH0604528013,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.17928314
Zone 12-A (Pob.),PH0604528015,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,4.281917696
Zone 10 (Pob.),PH0604528018,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.078204542
Zone 5 (Pob.),PH0604528020,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.10437008
Zone 16 (Pob.),PH0604528021,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.254961204
Matab-ang,PH0604528023,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,24.42365628
Zone 9 (Pob.),PH0604528025,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.075412559
Zone 6 (Pob.),PH0604528027,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.171544641
Zone 14 (Pob.),PH0604528029,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.172840409
San Fernando,PH0604528030,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,59.31498797
Zone 15 (Pob.),PH0604528032,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,7.998966595
Zone 14-A (Pob.),PH0604528033,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.03751391
Zone 11 (Pob.),PH0604528034,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.040249637
Zone 8 (Pob.),PH0604528035,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.043318386
Zone 12 (Pob.),PH0604528038,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.408198907
Zone 1 (Pob.),PH0604528040,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.302975658
Zone 2 (Pob.),PH0604528041,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.191762818
Zone 3 (Pob.),PH0604528042,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.22090579
Katilingban,PH0604528043,,City of Talisay,PH0604528,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,15.01480005
Bandila,PH0604529001,,Toboso,PH0604529,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,19.04882656
Bug-ang,PH0604529002,,Toboso,PH0604529,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,20.1614122
General Luna,PH0604529003,,Toboso,PH0604529,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,10.03159645
Magticol,PH0604529004,,Toboso,PH0604529,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,12.19179462
Poblacion,PH0604529005,,Toboso,PH0604529,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,5.166869626
Salamanca,PH0604529006,,Toboso,PH0604529,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,13.08833293
San Isidro,PH0604529007,,Toboso,PH0604529,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,18.33716038
San Jose,PH0604529008,,Toboso,PH0604529,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,8.264361066
Tabun-ac,PH0604529009,,Toboso,PH0604529,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,11.71568369
Alijis,PH0604530001,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,7.572183951
Ayungon,PH0604530002,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,3.61429252
Bagumbayan,PH0604530003,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.871221172
Batuan,PH0604530004,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.617108954
Bayabas,PH0604530005,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.847185766
Central Tabao,PH0604530006,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.56172966
Doldol,PH0604530007,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.905377351
Guintorilan,PH0604530008,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.408334432
Lacaron,PH0604530010,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.560345393
Mabini,PH0604530011,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,4.753117602
Pacol,PH0604530012,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,5.249577181
Palaka,PH0604530013,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.319697471
Paloma,PH0604530014,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.355957831
Poblacion,PH0604530015,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.479303843
Sagua Banua,PH0604530016,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.445167083
Tabao Proper,PH0604530017,,Valladolid,PH0604530,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.68038169
Barangay I (Pob.),PH0604531004,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.295005759
Barangay II (Pob.),PH0604531005,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.06623108
Barangay III (Pob.),PH0604531006,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.151236119
Barangay IV (Pob.),PH0604531007,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.132206246
Barangay V (Pob.),PH0604531008,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.513886462
Barangay VI (Pob.),PH0604531009,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.128532883
Barangay VII (Pob.),PH0604531010,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.233311096
Barangay VIII (Pob.),PH0604531011,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,13.05938725
Barangay IX (Daan Banwa),PH0604531012,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.454675409
Barangay X (Estado),PH0604531013,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,27.23152344
Barangay XI (Gawahon),PH0604531014,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,17.18147923
Barangay XII,PH0604531015,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,8.850207319
Barangay XIII,PH0604531016,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,10.52938122
Barangay XIV,PH0604531017,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,6.975712663
Barangay XV,PH0604531018,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.122952267
Barangay XV-A,PH0604531019,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.871039146
Barangay XVI,PH0604531020,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.298289058
Barangay XVI-A,PH0604531021,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.032129609
Barangay XVII,PH0604531022,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.072406761
Barangay XVIII,PH0604531023,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.08521554
Barangay XVIII-A,PH0604531024,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.758110366
Barangay XIX,PH0604531025,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.865914938
Barangay XIX-A,PH0604531026,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.219763756
Barangay XX,PH0604531027,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,8.96253143
Barangay XXI,PH0604531028,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.88069179
Barangay VI-A,PH0604531029,,City of Victorias,PH0604531,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.792722699
Bago (Lalung),PH0604532001,,Salvador Benedicto,PH0604532,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,24.00151738
Bagong Silang (Marcelo),PH0604532002,,Salvador Benedicto,PH0604532,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,59.56634007
Bunga,PH0604532003,,Salvador Benedicto,PH0604532,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,49.59455279
Igmaya-an,PH0604532004,,Salvador Benedicto,PH0604532,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,31.73687687
Kumaliskis,PH0604532005,,Salvador Benedicto,PH0604532,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,19.43622689
Pandanon,PH0604532006,,Salvador Benedicto,PH0604532,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,21.62540464
Pinowayan (Prosperidad),PH0604532007,,Salvador Benedicto,PH0604532,Negros Occidental,PH06045,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,11.71215908
Agsanayan,PH0607901001,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,5.723526004
Avila,PH0607901002,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,8.631767941
Banban,PH0607901003,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.534970347
Bacjao (Calumingan),PH0607901005,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.441329692
Cansilayan,PH0607901006,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.578962452
Dagsa-an,PH0607901007,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,2.298078813
Daragan,PH0607901008,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,4.626665475
East Valencia,PH0607901009,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,6.693195212
Getulio,PH0607901011,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,4.414037072
Mabini,PH0607901014,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,1.342149716
Magsaysay,PH0607901015,,Buenavista,PH0607901,Guimaras,PH06079,Region VI (Western Visayas),PH06,Philippines (the),PH,11/9/22,11/6/23,,0.895195964
