ADM4_EN,ADM4_PCODE,ADM4_REF,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,AREA_SQKM
Pias Sur,PH0102808016,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.637886373
Poblacion I,PH0102808017,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.940806635
Poblacion II,PH0102808018,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.346893353
Salugan,PH0102808019,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.015953288
San Simeon,PH0102808020,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.935674672
Santa Cruz,PH0102808021,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,2.308669033
Tapao-Tigue,PH0102808022,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,4.641056607
Torre,PH0102808023,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.619502308
Victoria,PH0102808024,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.153915673
Albano (Pob.),PH0102809001,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.227354886
Bacsil,PH0102809002,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,4.130350538
Bagut,PH0102809003,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,4.358208098
Parado (Bangay),PH0102809004,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.641488908
Baresbes,PH0102809005,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,7.776232974
Barong,PH0102809006,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,9.433469619
Bungcag,PH0102809007,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.355767282
Cali,PH0102809009,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,2.669599111
Capasan,PH0102809010,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.879631351
Dancel (Pob.),PH0102809011,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.258668159
Foz,PH0102809012,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,2.529016693
Guerrero (Pob.),PH0102809013,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.121068145
Lanas,PH0102809014,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,2.159399518
Lumbad,PH0102809015,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,2.318435741
Madamba (Pob.),PH0102809016,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.836277587
Mandaloque,PH0102809017,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.602095263
Medina,PH0102809018,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.3734015
Ver (Naglayaan),PH0102809019,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,5.779205416
San Marcelino (Padong),PH0102809020,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,12.83929154
Puruganan (Pob.),PH0102809021,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.336965826
Peralta (Pob.),PH0102809022,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.616144568
Root (Baldias),PH0102809023,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,2.529880801
Sagpatan,PH0102809024,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,3.365303197
Saludares,PH0102809025,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.680727432
San Esteban,PH0102809026,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,2.831585754
Espiritu,PH0102809027,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,5.986750257
Sulquiano (Sidiran),PH0102809028,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,4.476888664
San Francisco (Surrate),PH0102809029,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,11.31038884
Suyo,PH0102809030,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,4.741866451
San Marcos,PH0102809031,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.962093239
Elizabeth,PH0102809032,,Dingras,PH0102809,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,5.237648202
Cabaritan (Dumalneg),PH0102810001,,Dumalneg,PH0102810,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,24.84909998
San Isidro,PH0102810002,,Dumalneg,PH0102810,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,3.150877743
Kalaw (Dumalneg),PH0102810003,,Dumalneg,PH0102810,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,17.80735157
Quibel (Dumalneg),PH0102810004,,Dumalneg,PH0102810,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,20.94055473
Balioeg,PH0102811001,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,4.088669527
Bangsar,PH0102811002,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,4.985019668
Barbarangay,PH0102811003,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,7.211705845
Bomitog,PH0102811004,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,11.18175992
Bugasi,PH0102811005,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,7.470682164
Caestebanan,PH0102811006,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,2.458030577
Caribquib,PH0102811008,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,4.662868807
Catagtaguen,PH0102811009,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,6.577634867
Crispina,PH0102811011,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,3.508736105
Hilario (Pob.),PH0102811012,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.619850787
Imelda,PH0102811013,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,3.316326475
Lorenzo (Pob.),PH0102811014,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.625613174
Macayepyep,PH0102811015,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,4.260813243
Marcos (Pob.),PH0102811016,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.675178127
Nagpatayan,PH0102811017,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,10.98882464
Valdez,PH0102811018,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.163441301
Sinamar,PH0102811019,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,4.360469123
Tabtabagan,PH0102811020,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,3.178889751
Valenciano (Pob.),PH0102811021,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.041590877
Binacag,PH0102811022,,Banna (Espiritu),PH0102811,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,6.757134721
"Bgy. No. 42, Apaya",PH0102812001,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,3.433868068
"Bgy. No. 36, Araniw",PH0102812002,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.294254289
"Bgy. No. 56-A, Bacsil North",PH0102812003,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,4.093503723
"Bgy. No. 56-B, Bacsil South",PH0102812004,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,2.681454232
"Bgy. No. 41, Balacad",PH0102812005,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,5.085697625
"Bgy. No. 40, Balatong",PH0102812006,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,4.49032393
"Bgy. No. 55-A, Barit-Pandan",PH0102812007,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,3.204142632
"Bgy. No. 47, Bengcag",PH0102812008,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,2.40369353
"Bgy. No. 50, Buttong",PH0102812009,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.454506941
"Bgy. No. 60-A, Caaoacan",PH0102812010,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.457488064
"Bry. No. 48-A, Cabungaan North",PH0102812011,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.894875474
"Bgy. No. 48-B, Cabungaan South",PH0102812012,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.286868338
"Bgy. No. 37, Calayab",PH0102812013,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,6.240479874
"Bgy. No. 54-B, Camangaan",PH0102812014,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.359261448
"Bgy. No. 58, Casili",PH0102812015,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.234855437
"Bgy. No. 61, Cataban",PH0102812016,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.79529589
"Bgy. No. 43, Cavit",PH0102812017,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.507034047
"Bgy. No. 49-A, Darayday",PH0102812019,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.457747318
"Bgy. No. 59-B, Dibua North",PH0102812020,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,2.107863461
"Bgy. No. 59-A, Dibua South",PH0102812021,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.542315083
"Bgy. No. 34-B, Gabu Norte East",PH0102812022,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.632344298
"Bgy. No. 34-A, Gabu Norte West",PH0102812023,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.470867559
"Bgy. No. 35, Gabu Sur",PH0102812024,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,2.234259544
Bgy. No. 32-C La Paz East,PH0102812026,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.834618727
"Bgy. No. 33-B, La Paz Proper",PH0102812027,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.179513957
"Bgy. No. 32-B, La Paz West",PH0102812028,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.900269851
"Bgy. No. 54-A, Lagui-Sail",PH0102812029,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,4.169485335
"Bgy. No. 32-A, La Paz East",PH0102812030,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.342211344
"Bgy. No. 33-A, La Paz Proper",PH0102812031,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.999311219
"Bgy. No. 52-B, Lataag",PH0102812032,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,2.329907023
"Bgy. No. 60-B, Madiladig",PH0102812033,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,3.353711186
"Bgy. No. 38-A, Mangato East",PH0102812034,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.595327774
"Bgy. No. 38-B, Mangato West",PH0102812035,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.923655353
"Bgy. No. 62-A, Navotas North",PH0102812036,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.83238555
"Bgy. No. 62-B, Navotas South",PH0102812037,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.938293599
"Bgy. No. 46, Nalbo",PH0102812038,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.481090781
"Bgy. No. 51-A, Nangalisan East",PH0102812039,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.944967631
"Bgy. No. 51-B, Nangalisan West",PH0102812040,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.724696467
"Bgy. No. 24, Nstra. Sra. de Consolacion (Pob.)",PH0102812041,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.148937908
"Bgy. No. 7-A, Nstra. Sra. de Natividad (Pob.)",PH0102812042,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.085934874
"Bgy. No. 7-B, Nstra. Sra. de Natividad (Pob.)",PH0102812043,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.130276557
"Bgy. No. 27, Nstra. Sra. de Soledad (Pob.)",PH0102812044,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.206056568
"Bgy. No. 13, Nstra. Sra. de Visitacion (Pob.)",PH0102812045,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.471370958
"Bgy. No. 3, Nstra. Sra. del Rosario (Pob.)",PH0102812046,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.128345265
"Bgy. No. 57, Pila",PH0102812047,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,2.621555004
"Bgy. No. 49-B, Raraburan",PH0102812048,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.795788462
"Bgy. No. 53, Rioeng",PH0102812049,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,2.835768906
"Bgy. No. 55-B, Salet-Bulangon",PH0102812050,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,4.103242152
"Bgy. No. 6, San Agustin (Pob.)",PH0102812053,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.095934162
"Bgy. No. 22, San Andres (Pob.)",PH0102812054,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.153185829
"Bgy. No. 28, San Bernardo (Pob.)",PH0102812055,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.169913374
"Bgy. No. 17, San Francisco (Pob.)",PH0102812056,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.072905931
"Bgy. No. 4, San Guillermo (Pob.)",PH0102812057,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.10635838
"Bgy. No. 15, San Guillermo (Pob.)",PH0102812058,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.090766971
"Bgy. No. 12, San Isidro (Pob.)",PH0102812059,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.275391212
"Bgy. No. 16, San Jacinto (Pob.)",PH0102812060,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.136288232
"Bgy. No. 10, San Jose (Pob.)",PH0102812061,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.130992513
"Bgy. No. 1, San Lorenzo (Pob.)",PH0102812062,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.158825422
"Bgy. No. 26, San Marcelino (Pob.)",PH0102812063,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.528702036
"Bgy. No. 52-A, San Mateo",PH0102812064,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.910187205
"Bgy. No. 23, San Matias (Pob.)",PH0102812065,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,1.618644683
"Bgy. No. 20, San Miguel (Pob.)",PH0102812066,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.096296134
"Bgy. No. 21, San Pedro (Pob.)",PH0102812067,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.089396015
"Bgy. No. 5, San Pedro (Pob.)",PH0102812068,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.305429445
"Bry. No. 18, San Quirino (Pob.)",PH0102812069,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.0657869
"Bgy. No. 8, San Vicente (Pob.)",PH0102812070,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.093125636
"Bgy. No. 9, Santa Angela (Pob.)",PH0102812071,,Laoag City (Capital),PH0102812,Ilocos Norte,PH01028,Region I (Ilocos Region),PH01,Philippines (the),PH,11/9/22,11/6/23,,0.08338064
